gemeindecode_cbs,gemeindename,longitude,latitude
0356,Nieuwegein,5.094670461977639,52.03082202204465
0358,Aalsmeer,4.755048368176001,52.25770038169269
0361,Alkmaar,4.803289160253184,52.60180952032656
0362,Amstelveen,4.851492916313944,52.28927430964228
0363,Amsterdam,4.908424524369289,52.3650436848179
0373,Bergen (NH.),4.669910584582885,52.66350345949019
0375,Beverwijk,4.653710861094914,52.48410573064452
0376,Blaricum,5.2597898485248535,52.27945264412726
0377,Bloemendaal,4.585865654782276,52.381950843570166
0383,Castricum,4.68280309381242,52.55697079143582
0384,Diemen,4.986935976905516,52.3364666109247
0385,Edam-Volendam,5.018895399816434,52.54138007395673
0388,Enkhuizen,5.272103844846817,52.71829577625974
0392,Haarlem,4.647533334397904,52.38341604179202
0394,Haarlemmermeer,4.686525756131074,52.30812260494008
0396,Heemskerk,4.648313946493775,52.51191003884555
0397,Heemstede,4.615362215040167,52.34478117780234
0399,Heiloo,4.708572705778619,52.59985506137546
0400,Den Helder,4.753987070831925,52.92261896413984
0402,Hilversum,5.168027962896054,52.223122772724565
0405,Hoorn,5.070056781508267,52.65614072732218
0406,Huizen,5.231855717147152,52.29221228189199
0415,Landsmeer,4.92455532585711,52.450590997270616
0417,Laren,5.217074378099316,52.24718333403495
0420,Medemblik,5.099195264528624,52.72076568427579
0431,Oostzaan,4.876110172855563,52.45196686709351
0432,Opmeer,4.95348040115737,52.715287507697724
0437,Ouder-Amstel,4.913525921331144,52.28938599832894
0439,Purmerend,4.93066855029861,52.54359982587122
0441,Schagen,4.748217163996668,52.784289102548605
0448,Texel,4.80545900297357,53.07876084195527
0450,Uitgeest,4.7286085810175855,52.52342972690118
0451,Uithoorn,4.790855794024151,52.236907680829844
0453,Velsen,4.630228738076513,52.44949515133884
0473,Zandvoort,4.543613038110968,52.35806454879532
0479,Zaanstad,4.773001782823671,52.46291341957978
0482,Alblasserdam,4.66572748712731,51.8646550716751
0484,Alphen aan den Rijn,4.640979346230399,52.11332282297493
0489,Barendrecht,4.525436770261505,51.85106590972742
0498,Drechterland,5.164985641453895,52.663939468067426
0502,Capelle aan den IJssel,4.580141986800602,51.93493218993684
0503,Delft,4.363104509009084,51.99846071172358
0505,Dordrecht,4.709578792707453,51.78204680491111
0512,Gorinchem,4.977078434757896,51.8384594309927
0513,Gouda,4.706204054780189,52.01530168210262
0518,'s-Gravenhage,4.300208773481911,52.0685070251895
0523,Hardinxveld-Giessendam,4.852419971777779,51.83261164703124
0531,Hendrik-Ido-Ambacht,4.638790075171313,51.84179479927772
0532,Stede Broec,5.225226431346602,52.70097591624503
0534,Hillegom,4.576956201789128,52.296774497542245
0537,Katwijk,4.422452203219951,52.189808941296484
0542,Krimpen aan den IJssel,4.602104230948072,51.91469605886711
0546,Leiden,4.485117598717042,52.154985199549806
0547,Leiderdorp,4.542008054020537,52.1566537102826
0553,Lisse,4.545837766342394,52.25555551997869
0556,Maassluis,4.248861253470814,51.925199502949226
0569,Nieuwkoop,4.779458074731332,52.17079081183484
0575,Noordwijk,4.484653368743122,52.26974087017366
0579,Oegstgeest,4.471213527834227,52.18555390209123
0589,Oudewater,4.864241972771084,52.02745796135876
0590,Papendrecht,4.70334499450619,51.83323703637393
0597,Ridderkerk,4.596107005011181,51.86879658895379
0599,Rotterdam,4.304433322536281,51.926796984757985
0603,Rijswijk,4.32603320497324,52.03619789509334
0606,Schiedam,4.385257463748309,51.92676121975598
0610,Sliedrecht,4.772947408377334,51.83068678312043
0613,Albrandswaard,4.4357098351785496,51.85204144765829
0622,Vlaardingen,4.327862910332636,51.91738929427729
0626,Voorschoten,4.438633270279203,52.124823840577136
